entry_name,found_name,accepted_name,base_de_dados,familia,pais,year,month,day,lat,long,Coord_SPL_Mun
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,CO,1962,12,20,4.34,-74.38,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1962,12,5,-28.88,31.88,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1962,4,25,-30.35,153.12,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,BR,1962,4,5,-7.35,-45.12,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,PG,1962,7,20,-9.42,147.03,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,PG,1962,7,8,-9.8,147.67,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1963,1,1,-28.38,28.63,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,NC,1963,1,19,-20.94,164.7,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,MG,1963,12,20,-22.22,44.6,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,PG,1963,8,1,-6.33,146.5,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,CI,1963,8,24,9,-3.5,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,CI,1963,8,26,9.59,-3.67,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1964,10,23,-29.63,30.13,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1964,11,20,-28.38,32.38,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,PG,1964,12,11,-9.5,147.17,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1964,12,13,-29.88,30.88,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1964,12,20,-25.38,30.63,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1964,1,9,-29.13,26.88,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1964,5,20,-25.74,152.26,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,CM,1964,9,15,10.65,13.87,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1965,10,20,-29.88,30.88,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1965,2,11,-29.88,30.88,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1965,2,9,-29.13,30.88,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,NC,1965,5,1,-22.26,166.46,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1965,5,3,-34.3,150.92,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1965,7,9,-28.63,31.88,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1965,9,15,-29.63,31.13,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,TG,1966,11,1,6.05,0.08,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1966,1,16,-28.38,28.63,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1966,3,23,-30.13,30.88,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1966,3,26,-23.76,151.31,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1966,7,1,-18.96,146.64,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,PA,1966,7,10,8.37,-80.13,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1966,7,18,-18.96,146.64,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,MX,1966,8,25,16.38,-94.14,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,US,1966,8,27,37.86,-94.15,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,BI,1967,11,19,-3.39,29.38,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1967,11,23,-28.13,32.13,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1967,11,24,-26.88,32.88,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,MG,1967,1,19,-22.5,45.62,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1967,12,8,-28.38,32.13,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1967,2,26,-24.58,149.92,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,PA,1967,6,3,8.46,-79.97,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,TG,1967,7,11,5.87,0.28,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,TG,1967,7,11,5.95,0.18,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,TG,1967,7,13,5.92,0.25,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,TG,1967,7,15,5.85,-0.15,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,TG,1967,7,15,5.9,0.08,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,TG,1967,7,15,5.9,0.1,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,TG,1967,7,15,5.95,0.07,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,TG,1967,7,16,6.02,0.08,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,TG,1967,7,16,6.03,0.05,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,TG,1967,7,16,6.03,0.08,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,TG,1967,7,16,6.08,0.05,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,TG,1967,7,16,6.13,0.05,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,TG,1967,7,20,5.88,0.08,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,TG,1967,7,20,5.95,0.08,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,TG,1967,7,20,5.95,0.15,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,TG,1967,7,20,5.97,0.15,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,TG,1967,7,20,6.02,0.18,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,TG,1967,7,21,6.03,0.07,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,TG,1967,7,21,6.03,0.08,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,TG,1967,7,21,6.07,0.1,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,TG,1967,7,30,5.9,0.08,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,TG,1967,7,30,5.95,0.18,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,TG,1967,7,6,5.82,0.02,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,TG,1967,7,6,5.83,0.02,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,TG,1967,7,8,6.03,0.18,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,TG,1967,7,9,5.78,-0.13,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,TG,1967,7,9,5.8,-0.13,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,TG,1967,7,9,5.8,0.07,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,TG,1967,7,9,5.82,-0.17,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,TG,1967,7,9,5.83,-0.15,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,TG,1967,7,9,5.83,-0.17,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1968,10,19,-31.05,30.22,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1968,10,19,-31.13,30.13,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1968,1,1,-31.05,153.07,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1968,1,1,-31.07,153.05,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1968,2,11,-29.82,30.93,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1968,2,11,-29.88,30.88,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1968,2,7,-29.88,30.88,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1968,3,10,-24.13,29.13,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,KE,1968,4,16,-1.03,37.07,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1969,11,19,-26.88,32.13,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1969,11,26,-27.13,32.63,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1969,1,5,-30.38,30.72,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,PR,1969,5,17,18.47,-66.44,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,UG,1969,5,18,0.33,32.58,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,PG,1969,6,12,-9.5,147.17,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,NC,1970,10,6,-20.06,163.8,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1970,11,19,-24.88,30.63,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1970,11,2,-28.63,31.88,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1970,11,2,-28.7,31.98,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1970,11,6,-25.88,27.88,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1970,1,2,-25.88,27.88,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1970,2,4,-26.13,26.13,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,HN,1970,6,18,13.92,-86.8,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,HN,1970,6,20,14.28,-87.1,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,HN,1970,7,1,14.28,-87.51,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,PG,1970,7,15,-7,147,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,GT,1970,7,22,14.22,-90.06,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,BZ,1970,8,11,17.48,-88.41,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,BZ,1970,9,5,17.98,-88.42,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,NC,1971,10,13,-20.67,164.39,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1971,10,16,-28.13,32.13,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1971,11,27,-25.88,28.38,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1971,12,27,-26.38,28.13,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,NC,1971,1,6,-20.07,163.95,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1971,2,21,-29.53,153.35,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,PG,1971,4,26,-6.05,145.4,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,CR,1971,6,8,10.53,-85.32,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,JM,1972,10,7,17.08,-62.52,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1972,11,12,-33.58,151.32,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1972,11,15,-29.12,153.45,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1972,11,21,-31.43,151.93,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,JM,1972,11,29,17.08,-62.52,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1972,12,20,-25.88,28.38,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1972,1,4,-25.88,30.88,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1972,6,21,-12.7,136.37,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,BR,1972,7,,-12.67,-39.1,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1973,10,21,-29.88,30.88,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1973,11,20,-32.33,152.52,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1973,2,28,-26.63,30.63,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1973,3,1,-25.69,150.91,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,BZ,1973,6,6,17.57,-88.35,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,CI,1973,7,13,7.45,-5.3,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1973,9,28,-22.16,150.09,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1973,9,30,-31.13,30.13,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,BS,1974,10,15,25.77,-77.87,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,CM,1974,10,9,9.82,13.47,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1974,11,2,-13.17,130.12,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,JM,1974,11,26,17.9,-77.2,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1974,12,28,-26.59,153.09,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,LS,1974,12,31,-29.38,27.63,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,AU,1974,2,16,-27.45,152.92,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ET,1974,4,3,9.4,42.02,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,BS,1974,6,22,23.51,-75.78,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,BS,1974,6,24,23.56,-75.85,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1975,10,24,-30.28,30.33,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1975,10,24,-30.38,30.38,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,ZA,1975,10,25,-31.13,30.13,
Abildgaardia ovata (Burm.f. Kral),Abildgaardia ovata (Burm.f. Kral),Fimbristylis ovata (Burm.f. J.Kern),GBIF,Cyperaceae,LS,1975,12,1,-29.38,27.63,
